gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts
RPRC002699,2065,1250,1608,1421
RPRC002689,2577,1144,3478,2496
RPRC002669,2920,1711,1011,735
RPRC002668,2089,1281,725,537
RPRC002697,2386,1702,1106,778
RPRC002690,1582,1083,252,215
RPRC002667,5006,3329,1704,1251
RPRC002696,0,9,0,0
RPRC002694,0,0,0,0
RPRC002693,45,24,27,3
RPRC002691,21,6,18,0
RPRC001765,0,0,1,0
RPRC014393,0,0,0,0
RPRC014389,1044,811,691,393
RPRC014327,2655,1666,1018,841
RPRC014326,1291,917,602,575
RPRC014370,0,1,2,0
RPRC014324,132,100,6,4
RPRC014323,371,472,114,32
RPRC001766,0,0,0,0
RPRC003281,0,1,0,0
RPRC003282,211,128,177,128
RPRC006450,319,144,302,784
RPRC014664,151,106,245,149
RPRC014663,2,0,0,3
RPRC012726,0,1,0,0
RPRC012992,0,0,0,0
RPRC010413,0,0,0,0
RPRC014032,0,0,1,0
RPRC006061,7,12,1,4
RPRC017463,0,0,0,0
RPRC002280,0,0,0,0
RPRC004810,1869,1514,571,388
RPRC004859,1820,1366,470,354
RPRC004806,962,647,270,245
RPRC002329,2,2,1,0
RPRC009137,1,0,0,0
RPRC013626,130,83,196,121
RPRC013624,1051,779,528,347
RPRC013625,1491,1042,441,402
RPRC016675,0,0,0,0
RPRC016941,0,0,0,0
RPRC002178,0,0,0,0
RPRC012682,615,431,216,164
RPRC012684,2856,1807,1660,1104
RPRC012687,733,570,843,466
RPRC017163,3,2,6,1
RPRC002057,0,0,0,0
RPRC017467,0,2,0,0
RPRC000496,1029,819,32,40
RPRC014546,0,0,1,0
RPRC003466,4,1,2,1
RPRC003465,0,0,0,0
RPRC003464,0,3,0,0
RPRC003463,1,1,0,0
RPRC010535,1,0,0,0
RPRC010538,0,1,0,0
RPRC004120,0,0,0,0
RPRC014003,16600,13206,4670,3395
RPRC008077,3939,3533,1757,1224
RPRC008078,906,623,151,134
RPRC008079,5,3,2,0
RPRC010838,0,0,0,0
RPRC013561,73,52,42,50
RPRC013559,0,1,0,0
RPRC013558,0,0,0,0
RPRC013289,0,0,0,0
RPRC009583,0,0,0,0
RPRC003545,0,0,0,0
RPRC006585,0,3,0,1
RPRC010962,0,0,0,1
RPRC013071,0,1,0,0
RPRC003989,2,6,0,1
RPRC006187,0,0,0,0
RPRC006186,0,0,0,0
RPRC009321,0,0,0,0
RPRC013805,187,120,83,59
RPRC014425,3,2,0,0
RPRC009165,3,6,0,0
RPRC013042,0,0,0,0
RPRC007340,0,1,0,0
RPRC007339,38,20,22,10
RPRC007231,509,307,288,159
RPRC007232,101,89,33,21
RPRC007316,2506,1608,464,358
RPRC007233,268,162,92,48
RPRC007234,6488,5143,3303,2228
RPRC007294,1739,1281,412,308
RPRC007230,16693,10583,1685,1890
RPRC007314,346,284,60,45
RPRC007206,2803,1495,1650,928
RPRC007295,14,1,7,5
RPRC007313,216,141,283,171
RPRC007205,1305,832,306,237
RPRC007297,709,605,280,232
RPRC013495,0,0,0,0
RPRC013490,1173,620,136,157
RPRC013488,274,128,71,43
RPRC013484,6366,4475,1245,1029
RPRC013481,11,1999,2,1
RPRC013478,107,121,15,17
RPRC015373,1114,868,1014,750
RPRC015372,105,96,197,153
RPRC008903,503,233,254,126
RPRC008928,0,0,0,0
RPRC008925,0,0,0,0
RPRC008915,0,1,0,0
RPRC004280,0,0,0,0
RPRC013942,0,0,0,0
RPRC015364,17,13,6,6
RPRC010484,0,0,0,0
RPRC010481,0,0,0,0
RPRC002256,0,0,0,0
RPRC013948,0,0,0,0
RPRC010820,5,6,6,4
RPRC011815,0,0,0,0
RPRC008524,1,0,0,0
RPRC017139,0,0,0,0
RPRC011296,0,0,0,0
RPRC002293,0,0,0,0
RPRC006377,565,518,343,275
RPRC006367,871,691,398,357
RPRC017485,1,2,0,0
RPRC009506,48,17,17,15
RPRC009504,891,566,427,284
RPRC009493,478,320,281,175
RPRC009497,12,4,1,1
RPRC009496,32,61,3,3
RPRC009495,225,161,75,73
RPRC010000,1,1,0,0
RPRC009999,2,2,0,0
RPRC009980,1,0,0,0
RPRC009981,352,432,83,187
RPRC000527,0,2,0,1
RPRC009998,0,0,0,0
RPRC009979,123,49,64,22
RPRC014137,167,120,68,33
RPRC014139,3446,2443,892,696
RPRC001942,1835,1293,1280,875
RPRC002162,3,3,1,0
RPRC002161,4,5,0,0
RPRC014155,14,12,13,23
RPRC014154,2243,1427,848,619
RPRC014153,1,1,0,0
RPRC014148,1715,1190,1281,841
RPRC014149,1083,693,665,446
RPRC014136,2505,2024,1127,704
RPRC014152,1220,861,324,242
RPRC014135,5030,3489,1332,901
RPRC014133,1,0,0,0
RPRC011627,48,33,0,0
RPRC011625,15,13,0,3
RPRC012650,0,0,0,0
RPRC007901,71,35,63,32
RPRC007900,34,27,35,11
RPRC007876,574,385,449,300
RPRC000264,452,320,206,240
RPRC007898,1155,727,1293,849
RPRC017483,2,2,6,4
RPRC007885,722,481,947,626
RPRC007887,234,134,364,230
RPRC007889,4244,2665,1521,1039
RPRC001264,2299,1345,957,613
RPRC007873,2847,2580,2031,1497
RPRC010610,0,0,0,0
RPRC008898,6,7,1,2
RPRC017461,8,9,2,3
RPRC008897,383,266,140,115
RPRC008896,566,474,159,159
RPRC001381,1,0,0,0
RPRC016144,0,0,0,0
RPRC000181,0,0,0,0
RPRC001382,104,108,18,74
RPRC005763,821,492,312,168
RPRC005751,732,385,783,453
RPRC005830,507,394,409,273
RPRC005829,8383,6357,1565,1191
RPRC005806,200,153,287,178
RPRC005827,380,331,290,190
RPRC005807,200,142,112,85
RPRC005750,2046,988,1283,1484
RPRC005821,223,117,230,265
RPRC005819,3,3,1,0
RPRC005817,2434,2070,725,746
RPRC005813,1689,675,924,696
RPRC005808,134,70,37,37
RPRC001383,32,25,22,12
RPRC002627,14,9,5,2
RPRC002605,75,65,18,11
RPRC002628,229,143,147,62
RPRC002606,430,290,130,112
RPRC002607,1489,900,429,212
RPRC002623,3481,2158,1005,716
RPRC002622,941,608,220,176
RPRC002621,487,632,203,220
RPRC002629,946,805,610,365
RPRC002608,286,186,55,67
RPRC002630,27,26,16,19
RPRC002620,277,137,49,38
RPRC002631,1359,1075,397,342
RPRC002615,3046,2305,1480,1158
RPRC002612,216,126,168,120
RPRC002609,2509,1773,630,476
RPRC002610,1461,1086,623,431
RPRC002632,1896,1275,270,178
RPRC011569,0,0,0,0
RPRC002230,50,29,26,31
RPRC002231,15,19,5,2
RPRC002232,4919,3498,657,533
RPRC012366,0,0,0,0
RPRC012365,0,0,0,0
RPRC012358,1477,1014,952,696
RPRC012274,4108,3673,1075,2527
RPRC012322,1093,711,479,370
RPRC017142,2299,1709,888,652
RPRC012327,2687,1840,1429,888
RPRC001322,1090,910,431,311
RPRC012350,1590,1049,1152,809
RPRC012349,916,612,317,244
RPRC000495,3,4,0,1
RPRC012328,895,529,664,444
RPRC012329,126,109,71,45
RPRC012330,118,85,45,36
RPRC012348,1,0,0,0
RPRC012331,15857,10917,11037,7316
RPRC012335,5206,3687,2530,1498
RPRC012336,843,689,548,316
RPRC012272,1997,1603,886,611
RPRC012260,3644,2016,2954,1992
RPRC012258,1922,1125,697,497
RPRC001323,883,595,248,208
RPRC001324,507,307,209,142
RPRC012337,91,85,57,41
RPRC012256,7163,5022,1287,1369
RPRC012347,67,41,27,23
RPRC012346,73,67,36,22
RPRC012338,327,237,64,59
RPRC012345,3862,2726,2118,1912
RPRC012254,7,15,1,1
RPRC012251,735,507,301,215
RPRC012240,1347,1011,595,422
RPRC012238,73,71,3,0
RPRC012344,2,1,0,0
RPRC012237,83,47,13,8
RPRC012234,3438,2165,1547,1017
RPRC012229,4580,2793,1229,1086
RPRC012228,3397,2446,1416,1101
RPRC012343,2174,1716,1369,989
RPRC012339,584,434,308,268
RPRC012226,2877,2115,1063,664
RPRC012224,472,367,163,438
RPRC012222,630,478,216,220
RPRC001325,1886,1283,1047,667
RPRC012342,1774,1026,612,429
RPRC012221,2477,1466,712,428
RPRC012219,3554,2593,1775,1140
RPRC015090,236,187,120,53
RPRC015091,203,173,60,55
RPRC015092,1281,1040,748,677
RPRC015134,594,374,309,216
RPRC015133,14,14,0,0
RPRC015132,140,125,37,58
RPRC015089,307,207,264,174
RPRC015125,828,561,656,379
RPRC015124,678,424,373,343
RPRC015093,1426,913,642,473
RPRC001326,873,672,382,273
RPRC001327,1238,1003,365,284
RPRC015088,677,530,465,301
RPRC015119,2734,1808,2213,1421
RPRC015087,1102,740,385,271
RPRC015094,65,58,31,17
RPRC001328,2150,1508,442,342
RPRC015095,2085,1692,858,644
RPRC015118,1863,1279,947,624
RPRC015086,74,58,29,14
RPRC015085,4284,3261,1626,1194
RPRC001329,465,342,344,184
RPRC001330,386,278,117,81
RPRC015080,6818,4852,1939,1588
RPRC015077,7846,4853,2773,2257
RPRC015100,460,273,170,131
RPRC015101,9,5,1,1
RPRC015102,4,14,6,4
RPRC015103,710,504,158,138
RPRC017361,2893,1887,1029,958
RPRC015073,1894,1116,570,393
RPRC015067,1996,1461,1124,784
RPRC015105,466,280,293,182
RPRC015106,1133,780,318,259
RPRC015063,2440,1584,1570,1039
RPRC015059,2330,1660,512,398
RPRC015109,1704,1296,950,912
RPRC015057,1517,1035,804,627
RPRC001331,6413,4296,2547,1941
RPRC015117,3595,1972,109,114
RPRC015116,3310,2414,2018,1311
RPRC001332,2066,1605,1020,766
RPRC015056,2228,1585,1236,908
RPRC001333,1532,1082,788,745
RPRC015110,1862,1279,639,472
RPRC015055,952,691,205,167
RPRC015041,215339,134800,26689,24756
RPRC015111,145,106,140,102
RPRC015040,8416,5325,1903,1442
RPRC000425,4146,2462,1936,1328
RPRC015112,25,9,13,17
RPRC002570,47,17,12,4
RPRC003990,12,3,12,1
RPRC006710,6,3,0,0
RPRC014174,250,140,203,117
RPRC014093,688,385,753,437
RPRC002888,344,258,218,248
RPRC015507,0,0,0,0
RPRC011365,3067,2256,1125,895
RPRC001003,5161,3665,1681,1184
RPRC000393,750,569,572,301
RPRC011364,817,557,334,276
RPRC011361,2407,1599,736,645
RPRC011367,224,155,132,98
RPRC006815,29,38,40,14
RPRC016646,0,0,0,0
RPRC000008,25,27,65,64
RPRC007437,7537,5370,1585,1126
RPRC007433,3195,2144,850,681
RPRC007538,8003,4623,2408,1901
RPRC007441,574,365,786,523
RPRC001274,30,32,2,7
RPRC007472,692,815,101,39
RPRC007537,6375,4024,2416,1828
RPRC007415,3540,2496,1779,1233
RPRC007535,1496,991,855,540
RPRC007534,3691,2738,1608,1084
RPRC007524,825,692,467,347
RPRC007525,1365,782,505,365
RPRC001275,2451,1690,1067,766
RPRC007533,0,2,0,1
RPRC010573,0,1,0,0
RPRC010575,178,118,51,33
RPRC006379,1919,1225,701,569
RPRC006394,165,115,74,67
RPRC006393,3498,2254,1215,1195
RPRC005021,268,151,287,181
RPRC005019,696,466,565,341
RPRC006427,697,480,224,152
RPRC012287,1066,754,344,254
RPRC012289,2946,2272,846,704
RPRC012304,586,450,104,113
RPRC001214,1529,985,233,250
RPRC000207,1388,847,396,334
RPRC012291,2107,1451,813,618
RPRC012296,237,150,78,54
RPRC000157,0,0,0,0
RPRC012302,1,1,0,1
RPRC004764,2,0,0,0
RPRC003366,0,1,0,0
RPRC006738,0,0,0,0
RPRC001259,1,4,0,0
RPRC002973,0,0,0,0
RPRC004607,0,0,0,0
RPRC015703,0,0,0,0
RPRC012478,0,0,0,0
RPRC006545,0,0,0,0
RPRC006725,424,414,685,807
RPRC006729,3229,2296,1682,1249
RPRC006722,5,4,1,1
RPRC006758,793,562,225,183
RPRC015997,0,0,0,0
RPRC013197,1389,978,628,544
RPRC003671,0,1,0,0
RPRC003670,0,2,0,0
RPRC003669,0,1,0,0
RPRC008878,1,1,0,0
RPRC008652,7,3,3,1
RPRC016427,0,0,0,0
RPRC000697,701,498,399,323
RPRC006480,171,136,448,243
RPRC009345,10,19,1,1
RPRC017462,0,0,0,1
RPRC014771,1850,1193,824,585
RPRC014772,22,52,2,5
RPRC017004,5,13,1,1
RPRC000040,32,16,54,48
RPRC004602,2646,1705,509,520
RPRC004971,0,0,0,0
RPRC017449,62,36,11,12
RPRC007238,2,7,0,0
RPRC002955,0,0,0,0
RPRC007116,545,379,415,301
RPRC000552,1246,873,820,592
RPRC007115,0,0,0,0
RPRC007042,433,341,263,193
RPRC007113,603,452,290,215
RPRC001563,16,28,2,0
RPRC007111,2,8,0,1
RPRC007045,433,307,171,133
RPRC001564,378,292,281,325
RPRC007043,154,85,101,102
RPRC010513,0,1,2,0
RPRC010511,7,1,4,1
RPRC010510,0,1,0,0
RPRC010509,0,0,0,0
RPRC010508,0,0,0,0
RPRC010507,1,0,0,0
RPRC015517,1,1,0,0
RPRC010505,0,0,0,0
RPRC010504,0,0,0,0
RPRC012878,2511,2064,1311,829
RPRC012884,1324,889,457,339
RPRC012917,1541,1190,890,569
RPRC012914,301,262,351,329
RPRC012904,262,188,182,122
RPRC012886,248,256,144,129
RPRC012887,405,404,245,211
RPRC012903,346,204,126,50
RPRC012888,283,199,102,39
RPRC012890,2,0,0,0
RPRC012891,10,4,0,0
RPRC012900,975,656,283,240
RPRC012896,10238,7317,4772,3281
RPRC001260,2394,1513,826,650
RPRC012895,580,351,189,142
RPRC012893,25,18,1,5
RPRC010662,438,299,160,106
RPRC010463,478,269,369,216
RPRC010464,1201,789,431,306
RPRC010462,782,489,249,198
RPRC010460,1725,1205,655,406
RPRC010459,1524,1148,838,492
RPRC010495,1599,1030,579,451
RPRC010512,811,449,393,264
RPRC010515,1535,1108,958,640
RPRC010386,1507,992,694,614
RPRC010382,1801,1346,977,587
RPRC010378,17829,11711,1832,1912
RPRC010659,428,361,329,256
RPRC010553,8778,7225,2194,1640
RPRC000745,877,494,363,274
RPRC010655,916,543,350,182
RPRC017164,1446,1157,981,701
RPRC015039,106,67,81,65
RPRC004653,37,28,17,8
RPRC004193,6319,4336,4974,3377
RPRC004255,1343,917,1195,715
RPRC004189,9348,4518,1762,1507
RPRC004188,2013,1231,558,412
RPRC000187,699,446,240,154
RPRC004254,1002,694,262,206
RPRC004198,3467,2205,1836,1420
RPRC004187,2248,1725,952,807
RPRC004186,470,315,562,490
RPRC004205,0,0,0,0
RPRC004180,4094,2841,4022,2505
RPRC004250,0,0,0,0
RPRC004179,0,0,0,1
RPRC004246,52,63,10,24
RPRC004245,592,449,134,62
RPRC004231,1296,1263,377,218
RPRC004229,1158,564,89,116
RPRC004207,12,13,4,4
RPRC004228,129,193,37,27
RPRC004225,16,8,2,0
RPRC004208,260,168,143,70
RPRC004224,0,4,0,0
RPRC017604,2,0,0,0
RPRC007526,7,4,1,5
RPRC007506,1055,807,925,633
RPRC007527,156,164,54,83
RPRC007749,80,72,21,31
RPRC001611,362,363,165,194
RPRC007528,216,82,5,54
RPRC007591,1237,877,607,431
RPRC001612,3657,2355,2789,1634
RPRC001613,4712,2908,4752,2870
RPRC007503,40508,24948,5622,5195
RPRC007500,2982,2436,1667,1161
RPRC007497,946,628,398,268
RPRC007495,693,481,303,173
RPRC007564,601,426,328,234
RPRC007493,4149,2381,2100,1481
RPRC007560,0,0,0,0
RPRC007557,3,0,20,14
RPRC007492,2925,1916,3990,2426
RPRC012858,0,0,0,0
RPRC000410,262,139,56,70
RPRC002498,3310,2024,1951,1324
RPRC002492,1630,1138,552,384
RPRC001951,1559,1132,663,463
RPRC002497,98,62,10,18
RPRC002491,2481,1693,703,567
RPRC002493,359,246,101,48
RPRC002489,317,207,106,101
RPRC002494,277,78,131,119
RPRC009149,0,1,2,0
RPRC000840,10,2,3,1
RPRC004596,1,0,0,0
RPRC004595,177,207,72,110
RPRC010848,35,36,11,19
RPRC001028,2233,1169,1629,809
RPRC003427,0,0,0,0
RPRC003416,1603,1043,1154,634
RPRC010863,53,12,7,1
RPRC010862,3,3,0,1
RPRC010860,46,26,4,0
RPRC010735,1,3,0,0
RPRC005595,0,0,0,0
RPRC013270,0,0,0,0
RPRC013018,0,0,0,0
RPRC010471,725,601,506,347
RPRC007577,0,0,0,0
RPRC007572,123,122,6,19
RPRC007576,2419,1561,1503,892
RPRC003324,7,0,0,0
RPRC010899,1089,695,432,347
RPRC010898,3303,2477,550,517
RPRC001025,112,111,47,38
RPRC010775,0,0,0,0
RPRC015152,0,1,0,0
RPRC011434,0,0,0,0
RPRC006371,3,0,0,0
RPRC007211,0,0,0,0
RPRC016246,0,0,0,0
RPRC004944,35,21,4,6
RPRC013129,9,4,1,0
RPRC013130,0,0,0,0
RPRC003184,13874,9276,3940,2848
RPRC003182,3204,2235,3035,2062
RPRC003193,669,474,371,249
RPRC003179,397,292,162,122
RPRC003191,2661,1739,1195,708
RPRC003190,13,17,0,0
RPRC003189,6,6,3,1
RPRC003185,14,8,2,3
RPRC003186,21,17,4,4
RPRC000812,75,29,125,64
RPRC006274,0,0,0,0
RPRC003992,0,0,0,0
RPRC013956,0,0,0,0
RPRC010370,0,0,0,0
RPRC006266,0,0,0,0
RPRC010568,0,0,0,0
RPRC013710,100,55,162,127
RPRC013702,1812,1357,1409,957
RPRC013711,474,365,246,135
RPRC013787,614,402,272,175
RPRC013719,339,242,176,144
RPRC013700,4985,3192,4378,3611
RPRC013699,7,7,4,3
RPRC000180,2664,1920,1388,1031
RPRC013784,111,46,29,27
RPRC013775,2567,1082,315,526
RPRC013697,7633,4742,2000,1440
RPRC013688,267,172,81,81
RPRC013774,35,23,19,33
RPRC013684,1898,1245,825,646
RPRC013771,1,0,0,1
RPRC013770,33,34,78,56
RPRC013727,3713,2541,2685,1803
RPRC013752,1470,1047,933,572
RPRC002471,284,199,79,60
RPRC002477,1,0,0,0
RPRC001747,403,310,238,172
RPRC002470,20220,11570,3296,3173
RPRC002472,621,413,952,689
RPRC002476,335,210,338,243
RPRC002474,207,135,177,126
RPRC002475,0,1,0,0
RPRC003462,0,0,0,0
RPRC003461,6,3,0,0
RPRC003431,16597,10492,2010,2215
RPRC003460,1928,1216,1720,1422
RPRC003459,351,304,155,98
RPRC003458,172,143,116,70
RPRC003432,1119,697,457,322
RPRC003448,1069,760,1068,630
RPRC003433,703,552,452,335
RPRC003446,0,0,0,0
RPRC000153,1,1,0,0
RPRC000284,4,2,0,0
RPRC000061,0,0,0,0
RPRC003445,1,0,0,0
RPRC000064,1514,960,889,321
RPRC000956,678,459,189,142
RPRC000957,311,207,115,88
RPRC005518,1422,1006,462,307
RPRC005519,2152,1328,1475,1053
RPRC005517,4292,3136,1034,792
RPRC005540,518,388,193,128
RPRC005512,1382,990,715,504
RPRC005511,1134,924,696,446
RPRC005537,2538,1754,1252,907
RPRC005522,13,2,3,4
RPRC000958,2557,1837,1194,800
RPRC005510,4557,3051,909,650
RPRC005523,381,276,92,108
RPRC005495,2064,1641,762,537
RPRC005493,2236,1404,546,452
RPRC008864,167,120,96,91
RPRC008862,230,158,107,89
RPRC000852,1407,1075,460,410
RPRC002560,0,0,1,0
RPRC000851,0,0,0,0
RPRC002559,2178,1849,966,686
RPRC009394,0,0,0,0
RPRC016149,0,0,0,0
RPRC016392,0,0,0,0
RPRC006696,0,0,0,0
RPRC004204,282,147,178,132
RPRC004212,0,0,0,0
RPRC004213,29,17,7,2
RPRC001279,22,21,0,1
RPRC001280,1124,838,388,289
RPRC007341,3,0,0,0
RPRC007334,1279,811,547,402
RPRC007332,756,441,521,356
RPRC007342,3073,2083,1465,1128
RPRC001281,488,305,133,115
RPRC000465,2867,1757,1573,1018
RPRC001282,418,327,284,187
RPRC007329,9780,7221,2901,2173
RPRC007348,9,8,1,1
RPRC007328,27725,19219,2095,2437
RPRC007327,2903,1835,1072,678
RPRC007349,3378,2065,3755,2244
RPRC014261,259,155,42,39
RPRC007325,1868,1561,854,586
RPRC000395,2528,2905,776,877
RPRC007320,5921,6566,1415,1696
RPRC014004,90,22,17,12
RPRC013997,52,5,3,0
RPRC014002,19,1,2,0
RPRC013998,42,6,4,11
RPRC013996,261,6,27,32
RPRC014001,6,4,0,2
RPRC001123,74,73,0,0
RPRC014000,8,2,0,0
RPRC013999,0,0,0,0
RPRC003867,0,1,0,0
RPRC003866,0,0,0,0
RPRC003868,3,4,0,1
RPRC003869,7,4,0,0
RPRC003871,0,0,0,0
RPRC003872,0,1,1,0
RPRC003873,0,0,0,0
RPRC003013,111,79,24,27
RPRC006556,2038,1334,558,427
RPRC000152,2421,1164,689,477
RPRC002106,8046,5217,6379,4180
RPRC006733,828,664,618,389
RPRC006730,1435,1018,868,611
RPRC006552,1307,853,1275,840
RPRC006728,1,0,0,0
RPRC006726,92,67,44,38
RPRC006550,1890,1464,709,613
RPRC006547,1599,1167,606,453
RPRC006563,815,599,278,233
RPRC006566,1557,1100,701,563
RPRC001384,695,428,528,305
RPRC006543,45730,31480,7534,5928
RPRC006537,884,616,258,207
RPRC006533,1262,1071,493,411
RPRC006531,2482,1661,817,605
RPRC006646,7639,4594,3598,2422
RPRC006682,106,98,11,9
RPRC006648,1475,1205,450,460
RPRC006530,145,76,42,43
RPRC006528,4510,2401,12001,7918
RPRC006681,1,2,3,1
RPRC001385,1998,1354,3103,1424
RPRC006526,1479,1412,1197,1209
RPRC006680,0,0,0,1
RPRC006678,1333,1364,922,942
RPRC006677,1595,912,901,641
RPRC006676,9635,6311,2588,1953
RPRC006675,594,421,473,333
RPRC006523,391,244,273,153
RPRC017506,1,0,0,0
RPRC008772,2432,1758,1072,717
RPRC008800,672,472,733,501
RPRC008770,25483,15673,2905,2987
RPRC008799,9584,6325,2342,1914
RPRC008768,311,226,145,106
RPRC008798,2,1,0,0
RPRC008793,6,4,5,0
RPRC008790,91,51,4,6
RPRC008788,175,78,5,6
RPRC002096,4,1,0,0
RPRC008786,0,0,0,0
RPRC008785,2801,2036,1672,1123
RPRC001639,1677,1251,1251,766
RPRC008774,1119,773,539,390
RPRC008784,1311,962,619,469
RPRC008765,42623,28310,7549,6120
RPRC008763,2856,1995,879,601
RPRC008783,544,383,467,298
RPRC008777,1240,816,524,394
RPRC008778,540,410,210,151
RPRC008782,1466,990,806,558
RPRC008762,6630,4734,1636,1296
RPRC008780,1678,1192,691,568
RPRC008779,276,214,112,73
RPRC008760,4059,2992,908,722
RPRC012486,0,0,0,0
RPRC004869,0,0,0,0
RPRC004868,0,0,0,0
RPRC015550,0,0,0,0
RPRC001061,350,261,255,174
RPRC012448,714,823,55,165
RPRC003691,0,0,0,0
RPRC010516,0,0,0,0
RPRC014221,0,0,0,0
RPRC014224,0,0,0,0
RPRC014579,13,11,2,2
RPRC009464,24,23,3,5
RPRC000534,0,1,0,0
RPRC005422,202,223,40,76
RPRC001372,5316,3748,1262,1013
RPRC005388,834,553,403,297
RPRC005387,0,3,0,0
RPRC001373,345,113,124,121
RPRC005385,1948,1578,651,501
RPRC001374,595,205,185,245
RPRC005383,3097,907,400,403
RPRC005414,7,6,0,0
RPRC005415,46,47,2,1
RPRC005413,32,43,1,0
RPRC005480,239,222,5,5
RPRC005411,2376,1641,1372,1208
RPRC005410,745,515,188,162
RPRC005409,3956,2852,999,1057
RPRC005479,2071,1121,1409,828
RPRC005478,550,333,746,450
RPRC005416,19,7,4,3
RPRC005477,1789,1212,858,627
RPRC005417,13254,9741,6473,4667
RPRC005476,40,35,66,37
RPRC005408,3371,2975,1859,1528
RPRC005473,3171,2062,887,713
RPRC005474,289,199,78,77
RPRC005475,322,247,69,51
RPRC005406,11402,7962,3412,2468
RPRC012533,246,189,184,118
RPRC012489,4204,3124,3423,2386
RPRC006228,0,0,0,1
RPRC010371,0,0,1,0
RPRC013387,68,22,8,7
RPRC013389,13,3,2,2
RPRC013390,1600,1178,383,322
RPRC001242,940,718,416,310
RPRC013476,1331,1047,269,232
RPRC013474,271,145,170,113
RPRC013473,530,301,282,201
RPRC013391,1835,1278,733,607
RPRC000606,2612,1974,856,529
RPRC013385,8866,5757,8906,6464
RPRC013471,1,1,0,0
RPRC013470,793,599,111,121
RPRC013383,900,663,421,344
RPRC013448,1746,1327,871,641
RPRC013373,4618,3642,1337,1033
RPRC013446,9,9,11,5
RPRC013445,0,0,1,0
RPRC013394,236,196,280,191
RPRC013444,93,30,5,5
RPRC013371,23439,13901,3004,3011
RPRC013442,16,14,10,7
RPRC017429,0,1,0,0
RPRC013440,288,278,78,80
RPRC001243,1513,992,425,322
RPRC001244,1188,818,504,319
RPRC013438,204,126,84,56
RPRC013367,719,524,202,184
RPRC008476,3774,2586,1477,1091
RPRC008475,3364,2075,1866,1221
RPRC008481,56,52,6,10
RPRC008474,106,80,161,85
RPRC008482,98,58,12,16
RPRC008483,4972,3605,2525,1576
RPRC008496,1023,739,462,290
RPRC008516,104,102,34,15
RPRC008473,1283,975,219,127
RPRC008508,160,141,0,0
RPRC008515,59,6,2,4
RPRC008513,2022,1278,688,452
RPRC008512,251,186,15,10
RPRC008511,39,36,20,6
RPRC008472,2354,941,1012,525
RPRC016613,0,0,0,0
RPRC016879,0,0,0,0
RPRC016319,0,0,0,0
RPRC008509,3,1,0,0
RPRC008510,44,24,3,2
RPRC003673,0,3,1,0
RPRC016442,0,0,0,0
RPRC015794,0,0,0,0
RPRC003672,88954,70279,18986,15488
RPRC003674,1729,1213,512,342
RPRC003657,2091,1663,740,565
RPRC003718,936,750,753,627
RPRC003716,1,0,0,0
RPRC003715,571,414,405,248
RPRC001245,305,180,306,207
RPRC003675,4405,3200,1789,1350
RPRC000507,89,46,20,18
RPRC003613,1991,1507,1456,996
RPRC003713,34,24,21,18
RPRC003712,118,106,36,27
RPRC003682,69,83,5,6
RPRC003612,450,218,249,170
RPRC001246,10613,7868,2194,1596
RPRC017306,7,20,0,1
RPRC003676,1908,1596,1138,686
RPRC003680,1,1,0,2
RPRC003679,0,0,0,0
RPRC000022,14,9,1,0
RPRC003610,3354,2486,876,612
RPRC003678,1986,1408,853,526
RPRC003608,5087,3495,627,585
RPRC010469,1,1,0,1
RPRC010467,0,0,0,0
RPRC000252,6,7,1,1
RPRC013406,14,15,1,3
RPRC013405,1,0,0,0
RPRC006551,1,1,0,0
RPRC007178,0,0,0,0
RPRC008389,214,0,136,90
RPRC011284,80,0,38,19
RPRC009320,0,0,0,0
RPRC012511,1,0,0,0
RPRC008712,84,50,46,47
RPRC008647,367,277,249,169
RPRC008646,507,390,154,103
RPRC008711,214,132,105,71
RPRC008651,1934,1450,724,558
RPRC008648,2001,1243,2888,2140
RPRC008650,48,43,8,6
RPRC008649,10,9,5,3
RPRC013326,673,464,267,164
RPRC013552,0,0,0,0
RPRC013386,11336,7142,2602,1814
RPRC017663,0,0,0,0
RPRC013325,272,195,387,247
RPRC013447,1555,1043,629,433
RPRC013496,155,91,122,88
RPRC013551,447,346,155,94
RPRC013498,533,353,125,86
RPRC013530,144,126,31,12
RPRC013528,1352,973,314,295
RPRC013323,2097,1675,702,606
RPRC013321,336,212,153,95
RPRC013318,941,612,216,186
RPRC013527,2055,1473,1186,820
RPRC013314,926,670,259,159
RPRC013312,1169,822,230,204
RPRC013499,494,385,258,179
RPRC013503,7625,4507,2464,1849
RPRC013310,3012,2270,1692,1196
RPRC013524,7218,4999,3547,2352
RPRC013525,1098,817,827,554
RPRC013526,1175,795,813,538
RPRC014460,0,2,0,1
RPRC014458,1237,617,1329,736
RPRC014429,198,143,24,15
RPRC001970,1982,1426,1472,1083
RPRC000533,899,756,351,272
RPRC014430,16256,11121,4765,3376
RPRC014428,8263,5594,2514,1851
RPRC012530,0,0,0,0
RPRC004131,622,445,453,352
RPRC006206,0,0,0,0
RPRC009931,36,19,11,13
RPRC009930,94,93,45,35
RPRC003044,9,9,0,3
RPRC003043,2,3,0,0
RPRC009052,0,0,0,0
RPRC002065,0,0,0,0
