gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts
RPRC008438,0,2,2,0
RPRC008210,4,3,0,0
RPRC007002,7,6,16,11
RPRC012507,0,0,0,0
RPRC011580,0,0,0,0
RPRC000934,613,456,545,334
RPRC000935,4174,3300,3636,2390
RPRC010047,239,161,211,153
RPRC000579,0,3,0,0
RPRC001817,24,43,4,1
RPRC004824,1116,993,250,213
RPRC000260,2,1,1,2
RPRC001818,848,468,786,436
RPRC004811,1307,864,438,306
RPRC001819,4206,3114,1523,1093
RPRC004808,2114,1219,836,578
RPRC004822,1168,802,406,314
RPRC001820,380,290,229,124
RPRC004821,3,1,0,0
RPRC000327,7,5,0,0
RPRC004814,2,1,0,0
RPRC004813,0,1,0,0
RPRC004803,13,2,0,0
RPRC012186,24,4,0,0
RPRC012185,2,1,0,0
RPRC012184,7,0,0,0
RPRC012262,0,0,0,0
RPRC012183,0,1,0,0
RPRC012182,204,102,0,0
RPRC012180,0,137,0,0
RPRC012177,76,19,1,4
RPRC012261,3,1,0,0
RPRC012259,10,0,0,0
RPRC012257,0,0,0,0
RPRC012255,1,0,0,0
RPRC012253,0,0,0,0
RPRC012252,0,0,0,0
RPRC012187,0,0,0,0
RPRC012250,0,0,0,0
RPRC012248,0,2,0,0
RPRC012246,13,12,0,0
RPRC012215,237,214,113,84
RPRC012190,370,240,356,173
RPRC015495,0,0,0,0
RPRC012173,2124,1475,1089,735
RPRC012202,556,328,521,394
RPRC012171,138,111,31,49
RPRC012213,638,495,142,192
RPRC012210,919,752,187,297
RPRC001821,36,49,20,15
RPRC001822,744,556,377,269
RPRC012169,11610,7563,1430,1774
RPRC014824,241,173,69,54
RPRC014844,0,3,0,0
RPRC014842,711,540,914,592
RPRC014823,347,374,200,172
RPRC001823,2734,2312,1199,927
RPRC014833,16334,10744,7963,5659
RPRC014839,54,41,20,15
RPRC017623,21,36,9,0
RPRC014838,0,0,0,0
RPRC016417,0,0,0,0
RPRC014837,0,0,0,0
RPRC014836,0,0,0,0
RPRC014834,26,7,1,3
RPRC014835,7,5,0,0
RPRC014821,31,24,17,9
RPRC014589,1,0,0,0
RPRC004721,954,977,542,331
RPRC004719,99,102,40,29
RPRC004690,38,27,10,6
RPRC004691,26,12,6,3
RPRC004693,744,448,249,185
RPRC004709,1809,1200,607,414
RPRC004708,0,0,0,0
RPRC004706,0,0,0,1
RPRC004705,2,0,0,0
RPRC017133,0,0,0,0
RPRC006905,0,0,0,0
RPRC003407,0,0,0,0
RPRC003406,0,0,0,0
RPRC001341,12,15,14,15
RPRC000117,4,1,0,0
RPRC016318,9,12,3,1
RPRC004598,21,8,2,0
RPRC008505,0,0,0,0
RPRC010938,0,0,0,0
RPRC002118,2246,1612,1481,996
RPRC001728,472,324,250,228
RPRC015108,3391,2446,1395,1011
RPRC001729,179,148,46,39
RPRC000536,149,137,45,23
RPRC015014,3460,2468,1028,733
RPRC015015,4619,3089,736,645
RPRC015104,0,2,1,0
RPRC015010,2188,1996,1033,835
RPRC015099,1245,861,428,368
RPRC015098,2575,1441,1399,815
RPRC015008,2859,2174,766,606
RPRC017136,292,254,67,58
RPRC015097,672,450,477,322
RPRC015005,3261,2059,826,608
RPRC015096,5,7,3,0
RPRC015004,4057,2770,1793,1283
RPRC001730,7,2,0,0
RPRC015016,45,33,0,2
RPRC015071,821,611,269,211
RPRC015069,5300,3907,3001,2106
RPRC015017,1935,1328,893,631
RPRC015018,1924,1285,777,609
RPRC015038,73,104,14,10
RPRC015023,1055,835,747,476
RPRC015019,2357,1533,1093,746
RPRC015003,532,350,144,140
RPRC015022,157,97,43,46
RPRC017301,0,1,0,0
RPRC017279,2,0,0,0
RPRC017262,0,0,0,0
RPRC015002,2559,1694,729,590
RPRC000516,2,4,0,2
RPRC015001,12210,7011,1303,1343
RPRC015020,3990,2628,2853,1791
RPRC015021,415,326,154,119
RPRC001731,471,318,323,226
RPRC008152,2609,1735,665,580
RPRC008336,2594,1814,1595,1125
RPRC000476,1,2,0,0
RPRC001732,2486,1784,1119,670
RPRC008153,4459,2968,1500,1057
RPRC008299,1388,829,1001,702
RPRC008155,1880,1332,824,562
RPRC001733,3481,2547,1979,1513
RPRC008287,69,71,44,29
RPRC008130,2881,2343,1424,996
RPRC008129,1962,1268,358,338
RPRC001734,3921,3142,1705,1095
RPRC008127,41,42,17,36
RPRC008126,2687,2072,1199,806
RPRC008266,2,0,1,1
RPRC008263,0,0,0,0
RPRC008125,958,714,34,30
RPRC002080,1514,1153,628,431
RPRC008124,1345,982,697,567
RPRC001735,630,464,317,158
RPRC001736,229,161,106,75
RPRC001737,219,157,124,68
RPRC008251,419,258,108,50
RPRC008123,2434,2050,1266,861
RPRC008159,2864,2489,979,727
RPRC008160,2442,1693,761,516
RPRC008250,175,6,0,0
RPRC008168,984,552,865,549
RPRC008122,4074,2405,1072,954
RPRC008249,338,252,406,284
RPRC008177,614,533,312,241
RPRC008224,748,405,597,434
RPRC008223,96,74,32,22
RPRC008121,89,78,32,26
RPRC008178,25194,20596,1765,1643
RPRC008213,609,135,25,44
RPRC008195,315,3,4,3
RPRC009627,4574,2761,1812,1241
RPRC009625,12,1,1,0
RPRC009462,5,0,0,0
RPRC009605,3216,2591,1333,1106
RPRC009463,1425,1070,668,458
RPRC009601,77,43,10,19
RPRC009584,741,631,83,19
RPRC001738,1310,1056,364,236
RPRC009581,0,0,0,0
RPRC009580,1,2,1,0
RPRC009461,805,475,335,234
RPRC001739,1341,798,695,527
RPRC001740,1082,679,444,334
RPRC001741,1214,723,620,471
RPRC009459,6682,4101,1969,1379
RPRC009457,1115,928,455,339
RPRC009574,100,77,75,45
RPRC000102,0,0,0,0
RPRC009455,1339,1110,576,479
RPRC009570,1866,935,427,358
RPRC012235,0,0,0,0
RPRC012233,2,1,0,0
RPRC012231,250,150,204,133
RPRC012156,184,38,228,43
RPRC012152,1,1,1,0
RPRC012144,2785,1898,564,522
RPRC001742,3369,2412,1243,810
RPRC001743,1394,857,888,509
RPRC012142,27387,16872,3335,3801
RPRC012140,46838,34599,8048,8352
RPRC012149,235,155,106,90
RPRC012147,0,1,0,0
RPRC012139,2776,1838,1593,1039
RPRC001744,0,0,1,1
RPRC001745,65,15,16,6
RPRC014009,0,0,0,0
RPRC017146,0,0,0,0
RPRC006876,434,325,309,213
RPRC006824,722,604,322,298
RPRC006875,1731,804,857,446
RPRC006826,1769,903,1038,492
RPRC006823,275,243,94,70
RPRC006874,20,12,1,0
RPRC006873,3,1,0,2
RPRC006872,386,115,22,104
RPRC006822,123,55,45,44
RPRC006870,72,44,31,23
RPRC006836,1476,937,1053,725
RPRC006830,175,95,121,63
RPRC002469,0,0,0,0
RPRC012871,0,0,0,0
RPRC000803,226,316,17,45
RPRC007483,144,60,97,60
RPRC007452,801,502,623,411
RPRC007456,424,226,258,161
RPRC007458,626,386,391,232
RPRC007482,2073,1116,732,536
RPRC007481,72,43,15,10
RPRC007479,464,270,367,228
RPRC007459,20,9,5,3
RPRC007461,50,38,23,10
RPRC007463,57,61,22,21
RPRC007464,1210,742,422,332
RPRC007478,65,59,92,15
RPRC007477,16,18,0,1
RPRC007451,22763,14825,1651,1913
RPRC007470,4153,3120,1032,751
RPRC007449,30362,21188,4171,3340
RPRC007402,6084,4261,2282,1534
RPRC007401,327,272,114,82
RPRC000510,1116,1090,302,299
RPRC000770,0,0,0,0
RPRC014704,408,381,222,170
RPRC014706,871,741,413,272
RPRC000859,13,13,8,9
RPRC002277,1,1,0,0
RPRC005815,0,0,0,0
RPRC013981,375,267,62,57
RPRC013979,562,355,207,129
RPRC004364,580,392,458,297
RPRC004287,327,300,112,69
RPRC004368,27,22,12,4
RPRC000953,242,183,79,46
RPRC000954,793,378,533,336
RPRC004268,478,404,6,1
RPRC000955,59,45,12,5
RPRC017322,0,0,1,0
RPRC002183,0,0,0,0
RPRC015893,0,0,0,0
RPRC011140,0,0,0,0
RPRC003923,0,0,0,0
RPRC004377,2608,2149,706,499
RPRC004346,2794,2135,972,622
RPRC012519,8,2,4,5
RPRC014614,0,0,0,0
RPRC006356,1,15,0,0
RPRC006165,0,0,0,0
RPRC003213,267,160,123,86
RPRC008477,0,0,1,0
RPRC013006,1,0,0,0
RPRC015496,0,0,0,0
RPRC015114,47,10,35,51
RPRC015113,0,0,0,0
RPRC001309,1,1,1,0
RPRC004306,0,0,0,0
RPRC004304,1,3,4,0
RPRC004303,28,14,14,4
RPRC001310,0,0,0,0
RPRC004302,5,7,5,15
RPRC004295,101,89,3,2
RPRC004290,41,40,0,2
RPRC004294,0,0,0,0
RPRC009734,1002,815,242,233
RPRC000142,2539,1624,1079,791
RPRC009613,7,6,3,2
RPRC009634,1683,1130,777,726
RPRC009730,0,0,0,0
RPRC017497,0,0,0,0
RPRC009723,1,1,0,0
RPRC009659,103,72,114,82
RPRC009708,3,8,1,0
RPRC009565,7080,5044,4170,2965
RPRC009707,0,0,1,0
RPRC009563,430,313,179,113
RPRC009562,240,121,229,110
RPRC009706,205,144,37,32
RPRC009664,2940,2053,1304,864
RPRC009660,4988,3841,2279,1583
RPRC009663,1890,1403,700,507
RPRC009661,4236,2894,1406,980
RPRC006368,0,0,0,0
RPRC004223,3,0,1,1
RPRC008550,916,696,748,398
RPRC008549,0,0,0,0
RPRC008495,1649,1215,420,273
RPRC008493,2,2,0,0
RPRC008492,654,460,326,245
RPRC008535,4040,2313,1026,731
RPRC008491,126,87,26,30
RPRC008548,0,0,1,1
RPRC008490,2,1,0,0
RPRC008489,309,202,1238,1146
RPRC002797,159,143,45,50
RPRC000991,279,205,116,103
RPRC002796,2657,1611,823,589
RPRC002795,1993,1308,307,327
RPRC002794,201,202,59,36
RPRC015807,6,3,2,0
RPRC004163,0,1,1,0
RPRC011154,8,5,3,1
RPRC017595,1,1,2,0
RPRC007058,2830,1792,1530,1045
RPRC016993,4,2,2,4
RPRC007200,0,0,0,0
RPRC007138,615,50,11,12
RPRC007057,1539,1225,601,416
RPRC001445,2622,1849,983,714
RPRC007135,142,136,1,4
RPRC007133,385,268,76,196
RPRC007130,74,70,11,32
RPRC007071,1609,1074,456,332
RPRC007120,1584,1212,913,605
RPRC007056,1840,959,848,809
RPRC007110,294,42,82,85
RPRC007112,1493,959,344,281
RPRC007054,3921,2351,2174,1434
RPRC001446,0,0,1,0
RPRC000886,1,0,0,0
RPRC011052,0,0,0,0
RPRC004894,0,0,0,0
RPRC014134,0,0,0,0
RPRC000557,3145,1994,2482,1411
RPRC000067,4905,2694,5515,3095
RPRC001079,3170,1415,5153,2801
RPRC017489,0,0,0,0
RPRC001080,334,164,607,371
RPRC011522,0,0,0,0
RPRC011632,30,14,45,29
RPRC011526,3280,2345,1104,741
RPRC011616,388,289,212,55
RPRC001081,1635,1333,497,385
RPRC011613,936,527,903,517
RPRC011551,642,335,501,430
RPRC011552,3234,1992,1489,1499
RPRC011566,901,708,497,328
RPRC001082,353,267,422,306
RPRC011581,5826,4259,2611,1975
RPRC011612,1100,731,434,250
RPRC011518,803,443,723,349
RPRC011610,61,57,25,19
RPRC011608,1825,1195,675,413
RPRC011595,1883,1716,790,552
RPRC011606,62,38,8,3
RPRC010503,0,0,0,0
RPRC008154,0,0,0,0
RPRC017469,0,0,0,1
RPRC002190,315,332,90,150
RPRC000765,1923,1445,961,622
RPRC013916,0,0,0,0
RPRC007529,10,9,2,0
RPRC011112,230,104,396,233
RPRC011046,2563,1817,969,688
RPRC011104,117,91,84,60
RPRC011103,769,545,416,249
RPRC011045,1309,835,560,366
RPRC011044,1190,854,593,443
RPRC011043,7839,5200,2514,1826
RPRC015751,81,49,12,10
RPRC011047,8775,6895,3531,2561
RPRC012514,1,1,0,0
RPRC001083,5,6,2,3
RPRC007179,10,20,4,10
RPRC004034,3,0,0,1
RPRC016279,0,0,0,0
RPRC016734,0,0,0,0
RPRC003272,0,0,0,0
RPRC000588,1027,710,417,324
RPRC000211,537,288,286,150
RPRC003210,184,103,49,104
RPRC003267,13,14,9,6
RPRC003205,2220,1187,1451,1052
RPRC003261,1912,1243,1489,990
RPRC003204,1138,680,618,377
RPRC003215,19,7,2,0
RPRC003220,112,46,27,9
RPRC003202,631,421,228,143
RPRC003255,789,564,327,217
RPRC003221,1318,749,980,583
RPRC003198,2302,1532,1128,778
RPRC003228,3,3,0,0
RPRC003229,5,3,0,0
RPRC003196,4,1,4,0
RPRC003230,7063,4614,833,629
RPRC001516,4102,2918,2153,1440
RPRC001517,543,385,192,194
RPRC003195,1846,1322,980,774
RPRC003253,0,0,0,1
RPRC003131,1525,1375,331,297
RPRC003130,1672,1126,1186,720
RPRC003128,210,173,80,67
RPRC003127,1077,831,337,241
RPRC003126,3139,2168,648,562
RPRC003251,1661,1321,647,555
RPRC003125,367,338,42,44
RPRC003122,1714,1267,451,332
RPRC003248,7,4,1,2
RPRC003247,0,1,0,0
RPRC010176,3,0,0,0
RPRC010095,2,4,1,0
RPRC010175,0,0,0,0
RPRC010173,767,943,134,142
RPRC010094,2414,1636,652,555
RPRC010100,823,855,131,147
RPRC010093,3276,2276,807,683
RPRC010172,355,251,150,89
RPRC010092,2883,2032,2633,1953
RPRC010171,0,1,1,0
RPRC010170,6,3,1,3
RPRC010102,1,0,1,0
RPRC010142,464,189,276,252
RPRC010134,495,435,216,155
RPRC010104,2090,1501,1017,687
RPRC010105,2659,2048,1111,745
RPRC010133,628,502,432,292
RPRC010091,528,457,468,302
RPRC010132,678,454,267,197
RPRC010131,581,502,564,398
RPRC010090,5172,3931,2133,1620
RPRC010130,793,590,399,281
RPRC010128,913,683,616,402
RPRC000144,32,10,29,8
RPRC001518,2337,1742,1269,970
RPRC010124,412,240,310,179
RPRC010123,632,423,357,232
RPRC010122,17,20,15,7
RPRC010121,80,60,15,13
RPRC010119,96,74,19,14
RPRC010114,626,476,277,178
RPRC010113,48,47,20,13
RPRC010110,215,123,70,63
RPRC001519,102,97,33,20
RPRC000686,1727,1252,379,293
RPRC011380,17383,13598,7625,6716
RPRC011378,7217,4915,2594,1773
RPRC011375,4922,3572,1706,1300
RPRC000687,1938,1359,535,444
RPRC011401,195,139,46,46
RPRC011389,341,246,398,260
RPRC011639,660,433,319,239
RPRC001077,1865,1413,531,393
RPRC011638,333,166,291,352
RPRC011633,1010,617,457,321
RPRC011683,166,130,129,86
RPRC011631,1784,1277,847,536
RPRC001078,66,64,9,8
RPRC011629,19,14,1,0
RPRC011652,2029,1500,991,691
RPRC011645,1312,872,932,649
RPRC011650,111,88,117,80
RPRC016575,2,4,1,0
RPRC014964,0,1,0,0
RPRC014965,2836,1396,3343,2176
RPRC003390,401,282,219,152
RPRC003392,632,419,443,350
RPRC001093,425,226,549,390
RPRC001094,207,158,490,366
RPRC006292,1,0,0,0
RPRC012141,0,0,0,0
RPRC008499,0,0,0,0
RPRC008164,0,0,0,0
RPRC011858,0,0,0,0
RPRC005612,2,0,0,0
RPRC008157,0,0,0,0
RPRC009176,331,221,428,294
RPRC002440,45,41,4,3
RPRC007237,0,2,0,0
RPRC011098,0,3,0,0
RPRC008891,0,0,0,0
RPRC003804,40,18,3,7
RPRC015145,157,86,204,127
RPRC006435,0,0,0,0
RPRC014604,9,9,2,4
RPRC013971,0,0,0,0
RPRC013972,0,0,0,0
RPRC013973,0,0,0,0
RPRC013550,0,0,0,0
RPRC013549,0,0,0,0
RPRC011208,0,0,0,0
RPRC011209,0,0,0,0
RPRC010628,0,0,0,0
RPRC010630,0,0,0,0
RPRC010632,0,0,0,0
RPRC009328,17,7,4,1
RPRC009000,0,1,0,0
RPRC004285,0,1,0,1
RPRC007217,0,0,0,0
RPRC007216,6,3,3,1
RPRC007210,1300,957,1149,911
RPRC007209,368,289,181,165
RPRC013818,5047,3745,1347,1083
RPRC001719,1237,856,473,368
RPRC013817,7595,5363,1544,1277
RPRC013885,360,323,103,84
RPRC013883,288,177,86,63
RPRC013816,136,132,79,63
RPRC013819,172,118,125,80
RPRC013820,220,214,114,84
RPRC013822,990,680,228,164
RPRC000439,3227,2015,319,70
RPRC013823,20,19,1,2
RPRC001720,808,610,531,335
RPRC013824,3571,2280,1075,853
RPRC013804,8000,5856,1747,1782
RPRC013803,664,453,163,123
RPRC013802,9009,5590,2212,1688
RPRC001721,228,184,75,72
RPRC001722,851,615,344,299
RPRC001723,223,166,176,138
RPRC013873,845,628,317,195
RPRC013800,487,356,204,153
RPRC013882,0,0,0,0
RPRC013880,0,1,0,0
RPRC017591,0,0,0,0
RPRC013878,19,9,0,1
RPRC013877,0,0,0,0
RPRC013876,0,0,0,0
RPRC007994,5,4,4,3
RPRC007993,0,0,0,0
RPRC007992,0,0,0,0
RPRC007928,3367,2802,841,667
RPRC007931,221,191,31,30
RPRC007924,55868,49525,12882,8926
RPRC007920,15359,10573,9031,6336
RPRC007934,6017,4391,4225,2977
RPRC001724,451,324,311,194
RPRC007991,1,0,0,0
RPRC007990,0,0,0,0
RPRC007988,637,447,333,107
RPRC007957,1867,883,202,98
RPRC016860,0,0,0,0
RPRC016303,0,0,0,0
RPRC007917,1682,1062,451,313
RPRC000247,2,2,0,0
RPRC000007,34,64,16,7
RPRC006971,5,1,0,0
RPRC006968,1,1,0,0
RPRC006967,0,0,1,0
RPRC006966,1,2,0,0
RPRC006964,0,0,0,0
RPRC006960,0,0,0,0
RPRC006963,0,1,0,0
RPRC006959,2,0,0,0
RPRC006962,12,19,5,1
RPRC006961,0,0,0,0
RPRC014611,11,12,17,11
RPRC015136,0,0,0,0
RPRC012459,0,0,0,0
RPRC014617,14,9,2,1
RPRC007308,49,23,0,1
RPRC003132,0,0,0,0
RPRC000609,0,0,0,0
RPRC000094,0,1,0,0
RPRC011827,0,0,0,0
RPRC011826,0,1,0,0
RPRC011825,0,0,0,0
RPRC011824,2,4,0,0
RPRC011818,2396,1778,868,594
RPRC011817,1470,952,444,317
RPRC011822,783,521,423,295
RPRC011814,2581,1778,769,635
RPRC011819,2883,2117,1037,711
RPRC011821,2,1,0,0
RPRC001748,1250,903,1192,773
RPRC008969,0,0,0,0
RPRC008968,0,0,0,0
RPRC008967,2,1,0,0
RPRC001749,14,7,5,2
RPRC008966,23,41,2,6
RPRC002728,0,1,0,0
RPRC009236,0,0,0,0
RPRC012881,6,6,3,1
RPRC012913,1539,1144,589,457
RPRC012938,7146,4381,2030,1457
RPRC012999,14,13,4,10
RPRC001143,1042,716,468,402
RPRC017169,510,389,152,119
RPRC012995,1338,963,754,568
RPRC012994,72,46,48,36
RPRC012993,3,1,0,0
RPRC012877,1542,1064,1114,823
RPRC000563,3,3,1,1
RPRC012875,1599,993,806,551
RPRC012956,775,548,442,326
RPRC012991,124,78,44,40
RPRC012990,1871,1354,475,384
RPRC012987,619,463,311,269
RPRC012985,1,0,1,1
RPRC017259,2,2,2,0
RPRC017254,0,0,0,0
RPRC012957,4021,2878,1414,1040
RPRC001144,197,141,128,85
RPRC012984,5,5,1,3
RPRC012983,29,25,3,3
RPRC008182,0,0,0,0
RPRC008020,1757,1282,848,575
RPRC001404,22,21,8,7
RPRC008027,1423,1327,371,525
RPRC008036,4642,3352,1603,1045
RPRC008038,2548,1698,1069,752
RPRC008088,663,417,462,315
RPRC008080,2050,1250,3178,2089
RPRC008061,1893,1340,480,344
RPRC008058,3671,2699,967,656
RPRC008056,4,2,0,0
RPRC001405,411,327,466,301
RPRC008043,3229,2318,1190,839
RPRC008018,30,30,4,20
RPRC008017,615,407,133,128
RPRC008045,844,581,266,214
RPRC001406,1934,1150,462,399
RPRC008049,902,718,229,240
RPRC008048,0,0,0,0
RPRC008046,4,7,1,6
RPRC008016,1586,1222,615,413
RPRC008014,2902,2081,939,654
RPRC000858,1,3,0,0
RPRC008872,0,0,0,0
RPRC002267,0,0,0,0
RPRC007953,1,1,0,0
RPRC007947,5,5,3,1
RPRC007948,190,54,93,28
RPRC007952,0,0,0,0
RPRC007951,0,1,0,0
RPRC007950,0,0,0,0
RPRC007949,0,0,0,0
RPRC004327,0,0,0,0
RPRC004325,0,0,0,0
RPRC004323,0,0,0,0
RPRC004321,0,0,0,0
RPRC004320,0,0,0,0
RPRC013608,0,0,0,0
RPRC012510,0,0,0,0
RPRC003490,0,0,0,0
RPRC003988,0,0,0,0
RPRC017176,26,15,6,10
RPRC007861,1,2,0,0
RPRC007859,0,0,0,0
RPRC006243,17,9,22,18
RPRC003233,5,2,0,0
RPRC004488,0,0,0,0
RPRC004486,0,1,0,0
RPRC007574,24,1,0,0
RPRC007573,0,0,1,0
RPRC014757,0,0,0,0
RPRC014542,0,0,0,0
RPRC006200,3,5,0,0
RPRC009356,0,0,0,0
RPRC012873,0,0,0,0
RPRC010432,0,0,0,0
RPRC000766,0,0,0,0
RPRC004491,1322,817,479,347
RPRC004494,1217,801,413,296
RPRC004503,499,489,72,76
RPRC016724,0,0,0,0
RPRC004489,106,124,1,0
RPRC004506,3,3,6,0
RPRC014227,0,0,0,0
RPRC010692,0,0,0,0
RPRC002944,464,288,210,141
RPRC010414,0,0,0,0
RPRC012561,0,0,0,0
RPRC012559,0,0,0,0
RPRC003237,0,1,0,0
RPRC004164,1,5,0,0
RPRC004165,585,444,107,106
RPRC010517,976,684,322,298
RPRC006672,0,0,0,0
RPRC010631,0,0,0,0
RPRC003569,6,36,0,0
RPRC000584,4578,3422,2245,1657
RPRC003584,2366,1771,1404,1171
RPRC011269,803,547,320,269
RPRC008470,2752,1878,875,708
RPRC008469,8,102,1,0
RPRC008471,7,51,2,0
RPRC001004,405,252,124,125
RPRC008909,1,0,0,0
RPRC010494,0,0,0,0
RPRC010502,38,22,11,6
RPRC010497,258,180,121,73
RPRC012538,13,6,4,0
RPRC015339,0,1,0,0
RPRC002176,0,0,0,0
RPRC000158,329,195,21,18
RPRC007555,738,632,266,237
RPRC007554,1340,896,339,246
RPRC007552,1804,1598,663,567
RPRC001789,6107,4399,1817,1235
RPRC007584,463,346,278,195
RPRC007547,5899,4353,2342,1704
RPRC007579,399,268,444,250
RPRC007521,1339,1072,635,442
RPRC000528,2412,1710,1421,1042
RPRC007569,1,0,1,0
RPRC007567,6,1,2,0
RPRC007556,33,12,13,10
RPRC016694,0,0,0,0
RPRC017603,0,0,0,1
RPRC007565,660,391,724,391
RPRC007563,227,225,75,83
RPRC007561,4,3,1,1
RPRC007558,14,9,1,0
RPRC012827,1451,898,1625,1028
RPRC012815,1130,702,822,563
RPRC012796,843,485,2903,1087
RPRC012795,1,0,1,0
RPRC012636,0,28,2,2
RPRC012761,1881,1552,1834,1269
RPRC012635,1643,1130,1277,890
RPRC012675,2167,1479,877,670
RPRC012678,754,530,433,370
RPRC012633,38272,24628,3705,4264
RPRC012714,2664,1838,1643,1096
RPRC014506,621,430,636,453
RPRC014470,19,6,2,1
RPRC016366,0,0,0,0
RPRC014505,6,5,1,0
RPRC017165,3,0,0,0
RPRC017602,0,0,0,0
RPRC014503,0,0,0,0
RPRC014501,5,4,1,0
RPRC014468,476,466,136,167
RPRC017600,0,0,0,0
RPRC014498,1196,824,868,603
RPRC014466,2471,1846,643,492
RPRC014477,2280,1543,473,369
RPRC014465,8143,6693,2828,2012
RPRC014478,1358,1010,748,591
RPRC014463,961,721,205,176
RPRC014496,10,2,0,0
RPRC014492,6506,4964,2451,1731
RPRC011536,9613,7237,2320,1718
RPRC011537,564,589,237,156
RPRC011517,3005,2701,971,666
RPRC011539,789,548,368,252
RPRC011541,635,451,325,257
RPRC011544,530,421,271,205
RPRC011501,650,501,244,204
RPRC011516,3123,2197,928,716
RPRC011502,2817,1983,853,644
RPRC011547,1,0,4,1
RPRC011515,1490,1079,321,288
RPRC011510,1226,835,355,271
RPRC011509,3580,2498,815,675
RPRC011503,1297,812,474,388
RPRC011506,1680,1166,422,318
RPRC011899,1514,1186,497,373
RPRC011896,1556,1016,673,415
RPRC011897,3162,1674,879,686
RPRC011898,853,591,481,362
RPRC011900,683,563,529,382
RPRC000398,35,38,13,9
RPRC004479,1,0,0,0
RPRC016451,6,7,1,0
RPRC016423,1,0,0,0
RPRC010763,0,1,0,0
RPRC016598,0,0,0,0
RPRC014104,121,79,83,46
RPRC014107,304,235,124,76
RPRC012976,565,402,268,192
RPRC012974,32,23,44,27
RPRC012973,43,46,14,9
RPRC012966,15680,10734,9477,6274
RPRC012968,476,384,362,286
RPRC008914,948,757,1104,808
RPRC016525,0,0,0,0
RPRC016916,0,1,0,0
RPRC017528,0,0,0,1
RPRC008935,0,0,0,0
RPRC008933,0,0,0,0
RPRC008923,98,62,44,25
RPRC003266,1,0,0,0
RPRC004113,505,330,272,232
RPRC004117,10,9,6,5
RPRC004116,437,249,93,95
RPRC011648,2,2,0,0
RPRC011694,2,0,0,0
RPRC011693,1,0,0,0
RPRC011649,8,2,0,0
RPRC011651,401,260,152,104
RPRC011653,230,159,124,82
RPRC011654,12050,8347,889,878
RPRC011647,15100,10469,2456,1984
RPRC003369,14,21,7,5
RPRC014991,0,0,0,0
RPRC014990,0,0,0,0
RPRC012794,0,0,0,0
RPRC003119,0,0,0,0
RPRC010923,1,0,0,0
RPRC003993,0,0,0,0
RPRC002433,2,1,0,0
RPRC002450,0,0,0,0
RPRC002448,0,0,0,0
RPRC002432,6,1,0,1
RPRC002431,11,4,0,1
RPRC000173,2,1,0,0
RPRC002447,6,11,5,1
RPRC002430,0,1,0,0
RPRC002446,8,8,3,1
RPRC002445,0,5,0,0
RPRC002434,1,3,0,0
RPRC002429,4,6,0,0
RPRC002435,373,300,36,19
RPRC002428,541,471,306,268
RPRC009146,1468,1119,636,457
RPRC009168,238,152,83,53
RPRC009145,402,278,286,146
RPRC015755,0,0,0,0
RPRC009164,17220,12759,7364,5231
RPRC009135,1053,729,355,61
RPRC009163,15,30,0,0
RPRC009147,0,1,0,0
RPRC009148,71,26,55,32
RPRC006306,814,663,199,177
RPRC003443,1688,1155,501,356
RPRC003442,890,527,717,429
RPRC003444,14,5,7,3
RPRC002198,0,0,0,0
RPRC002197,0,0,0,0
RPRC006448,934,720,517,257
RPRC002252,43,24,50,42
RPRC009447,0,0,0,0
RPRC003167,0,0,0,0
RPRC012436,0,0,0,0
RPRC014265,1,1,2,0
RPRC017444,1,0,0,0
RPRC010626,35,45,16,33
RPRC010600,374,338,252,354
RPRC014029,90,59,16,10
RPRC013890,0,0,0,0
RPRC009246,55,50,0,4
RPRC009245,21819,15073,2784,2702
RPRC008494,0,0,0,0
RPRC014176,78,32,27,2
RPRC002290,22,16,0,1
RPRC002289,1,0,0,0
RPRC002637,2,2,2,1
RPRC010677,884,554,698,465
RPRC010679,1018,743,729,512
RPRC010675,1286,796,409,258
RPRC000972,293,226,97,66
RPRC010678,1967,507,10,3
RPRC010669,522,423,410,373
RPRC010650,944,652,1247,863
RPRC009499,51,57,28,12
RPRC007820,0,0,0,0
RPRC004029,0,1,0,0
RPRC004249,0,0,0,0
RPRC015432,105,1,40,0
RPRC014586,3090,1863,1442,904
RPRC000690,791,585,107,152
RPRC010644,19,22,6,11
RPRC007611,571,338,187,102
RPRC007661,1505,863,1761,1091
RPRC007651,1369,1105,713,565
RPRC007612,2383,2124,831,585
RPRC007650,23,30,6,2
RPRC001076,406,412,44,45
RPRC007618,883,643,348,245
RPRC007620,2049,1994,835,616
RPRC007623,1004,798,455,333
RPRC007626,964,837,405,343
RPRC007649,880,680,790,508
RPRC007648,8,5,2,2
RPRC007629,1109,722,879,555
RPRC007647,99,59,90,69
RPRC007640,268,190,70,53
RPRC007609,867,580,299,207
RPRC007607,7827,4986,1800,1439
RPRC007646,55,82,13,35
RPRC007645,0,0,0,2
RPRC007644,1,0,0,0
RPRC007643,0,1,1,0
RPRC007642,4861,3195,1575,1278
RPRC007641,0,0,0,0
RPRC007605,267,178,178,187
RPRC007603,9,1,5,8
