gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts,Rep1_CondA_CPM,Rep2_CondA_CPM,Rep1_CondB_CPM,Rep2_CondB_CPM
RPRC007500,2982,2436,1667,1161,148.33,176.37,208.58,197.49
RPRC007497,946,628,398,268,47.05,45.47,49.80,45.59
RPRC007495,693,481,303,173,34.47,34.83,37.91,29.43
RPRC007564,601,426,328,234,29.89,30.84,41.04,39.80
RPRC007493,4149,2381,2100,1481,206.37,172.39,262.76,251.93
RPRC007560,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007557,3,0,20,14,0.15,0.00,2.50,2.38
RPRC007492,2925,1916,3990,2426,145.49,138.72,499.24,412.68
RPRC012858,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000410,262,139,56,70,13.03,10.06,7.01,11.91
RPRC002498,3310,2024,1951,1324,164.64,146.54,244.11,225.22
RPRC002492,1630,1138,552,384,81.08,82.39,69.07,65.32
RPRC001951,1559,1132,663,463,77.55,81.96,82.96,78.76
RPRC002497,98,62,10,18,4.87,4.49,1.25,3.06
RPRC002491,2481,1693,703,567,123.41,122.58,87.96,96.45
RPRC002493,359,246,101,48,17.86,17.81,12.64,8.17
RPRC002489,317,207,106,101,15.77,14.99,13.26,17.18
RPRC002494,277,78,131,119,13.78,5.65,16.39,20.24
RPRC009149,0,1,2,0,0.00,0.07,0.25,0.00
RPRC000840,10,2,3,1,0.50,0.14,0.38,0.17
RPRC004596,1,0,0,0,0.05,0.00,0.00,0.00
RPRC004595,177,207,72,110,8.80,14.99,9.01,18.71
RPRC010848,35,36,11,19,1.74,2.61,1.38,3.23
RPRC001028,2233,1169,1629,809,111.07,84.64,203.82,137.62
RPRC003427,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003416,1603,1043,1154,634,79.73,75.52,144.39,107.85
RPRC010863,53,12,7,1,2.64,0.87,0.88,0.17
RPRC010862,3,3,0,1,0.15,0.22,0.00,0.17
RPRC010860,46,26,4,0,2.29,1.88,0.50,0.00
RPRC010735,1,3,0,0,0.05,0.22,0.00,0.00
RPRC005595,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013270,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013018,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010471,725,601,506,347,36.06,43.51,63.31,59.03
RPRC007577,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007572,123,122,6,19,6.12,8.83,0.75,3.23
RPRC007576,2419,1561,1503,892,120.32,113.02,188.06,151.73
RPRC003324,7,0,0,0,0.35,0.00,0.00,0.00
RPRC010899,1089,695,432,347,54.17,50.32,54.05,59.03
RPRC010898,3303,2477,550,517,164.29,179.34,68.82,87.94
RPRC001025,112,111,47,38,5.57,8.04,5.88,6.46
RPRC010775,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015152,0,1,0,0,0.00,0.07,0.00,0.00
RPRC011434,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006371,3,0,0,0,0.15,0.00,0.00,0.00
RPRC007211,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016246,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004944,35,21,4,6,1.74,1.52,0.50,1.02
RPRC013129,9,4,1,0,0.45,0.29,0.13,0.00
RPRC013130,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003184,13874,9276,3940,2848,690.10,671.61,492.98,484.46
RPRC003182,3204,2235,3035,2062,159.37,161.82,379.75,350.76
RPRC003193,669,474,371,249,33.28,34.32,46.42,42.36
RPRC003179,397,292,162,122,19.75,21.14,20.27,20.75
RPRC003191,2661,1739,1195,708,132.36,125.91,149.52,120.43
RPRC003190,13,17,0,0,0.65,1.23,0.00,0.00
RPRC003189,6,6,3,1,0.30,0.43,0.38,0.17
RPRC003185,14,8,2,3,0.70,0.58,0.25,0.51
RPRC003186,21,17,4,4,1.04,1.23,0.50,0.68
RPRC000812,75,29,125,64,3.73,2.10,15.64,10.89
RPRC006274,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003992,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013956,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010370,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006266,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010568,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013710,100,55,162,127,4.97,3.98,20.27,21.60
RPRC013702,1812,1357,1409,957,90.13,98.25,176.30,162.79
RPRC013711,474,365,246,135,23.58,26.43,30.78,22.96
RPRC013787,614,402,272,175,30.54,29.11,34.03,29.77
RPRC013719,339,242,176,144,16.86,17.52,22.02,24.50
RPRC013700,4985,3192,4378,3611,247.96,231.11,547.79,614.25
RPRC013699,7,7,4,3,0.35,0.51,0.50,0.51
RPRC000180,2664,1920,1388,1031,132.51,139.01,173.67,175.38
RPRC013784,111,46,29,27,5.52,3.33,3.63,4.59
RPRC013775,2567,1082,315,526,127.68,78.34,39.41,89.48
RPRC013697,7633,4742,2000,1440,379.67,343.34,250.25,244.95
RPRC013688,267,172,81,81,13.28,12.45,10.13,13.78
RPRC013774,35,23,19,33,1.74,1.67,2.38,5.61
RPRC013684,1898,1245,825,646,94.41,90.14,103.23,109.89
RPRC013771,1,0,0,1,0.05,0.00,0.00,0.17
RPRC013770,33,34,78,56,1.64,2.46,9.76,9.53
RPRC013727,3713,2541,2685,1803,184.69,183.98,335.95,306.70
RPRC013752,1470,1047,933,572,73.12,75.81,116.74,97.30
RPRC002471,284,199,79,60,14.13,14.41,9.88,10.21
RPRC002477,1,0,0,0,0.05,0.00,0.00,0.00
RPRC001747,403,310,238,172,20.05,22.44,29.78,29.26
RPRC002470,20220,11570,3296,3173,1005.76,837.70,412.40,539.74
RPRC002472,621,413,952,689,30.89,29.90,119.12,117.20
RPRC002476,335,210,338,243,16.66,15.20,42.29,41.34
RPRC002474,207,135,177,126,10.30,9.77,22.15,21.43
RPRC002475,0,1,0,0,0.00,0.07,0.00,0.00
RPRC003462,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003461,6,3,0,0,0.30,0.22,0.00,0.00
RPRC003431,16597,10492,2010,2215,825.55,759.65,251.50,376.78
RPRC003460,1928,1216,1720,1422,95.90,88.04,215.21,241.89
RPRC003459,351,304,155,98,17.46,22.01,19.39,16.67
RPRC003458,172,143,116,70,8.56,10.35,14.51,11.91
RPRC003432,1119,697,457,322,55.66,50.47,57.18,54.77
RPRC003448,1069,760,1068,630,53.17,55.03,133.63,107.17
RPRC003433,703,552,452,335,34.97,39.97,56.56,56.99
RPRC003446,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000153,1,1,0,0,0.05,0.07,0.00,0.00
RPRC000284,4,2,0,0,0.20,0.14,0.00,0.00
RPRC000061,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003445,1,0,0,0,0.05,0.00,0.00,0.00
RPRC000064,1514,960,889,321,75.31,69.51,111.23,54.60
RPRC000956,678,459,189,142,33.72,33.23,23.65,24.15
RPRC000957,311,207,115,88,15.47,14.99,14.39,14.97
RPRC005518,1422,1006,462,307,70.73,72.84,57.81,52.22
RPRC005519,2152,1328,1475,1053,107.04,96.15,184.56,179.12
RPRC005517,4292,3136,1034,792,213.49,227.06,129.38,134.72
RPRC005540,518,388,193,128,25.77,28.09,24.15,21.77
RPRC005512,1382,990,715,504,68.74,71.68,89.46,85.73
RPRC005511,1134,924,696,446,56.41,66.90,87.09,75.87
RPRC005537,2538,1754,1252,907,126.24,127.00,156.65,154.29
RPRC005522,13,2,3,4,0.65,0.14,0.38,0.68
RPRC000958,2557,1837,1194,800,127.19,133.00,149.40,136.08
RPRC005510,4557,3051,909,650,226.67,220.90,113.74,110.57
RPRC005523,381,276,92,108,18.95,19.98,11.51,18.37
RPRC005495,2064,1641,762,537,102.66,118.81,95.34,91.35
RPRC005493,2236,1404,546,452,111.22,101.65,68.32,76.89
RPRC008864,167,120,96,91,8.31,8.69,12.01,15.48
RPRC008862,230,158,107,89,11.44,11.44,13.39,15.14
RPRC000852,1407,1075,460,410,69.99,77.83,57.56,69.74
RPRC002560,0,0,1,0,0.00,0.00,0.13,0.00
RPRC000851,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002559,2178,1849,966,686,108.34,133.87,120.87,116.69
RPRC009394,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016149,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016392,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006696,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004204,282,147,178,132,14.03,10.64,22.27,22.45
RPRC004212,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004213,29,17,7,2,1.44,1.23,0.88,0.34
RPRC001279,22,21,0,1,1.09,1.52,0.00,0.17
RPRC001280,1124,838,388,289,55.91,60.67,48.55,49.16
RPRC007341,3,0,0,0,0.15,0.00,0.00,0.00
RPRC007334,1279,811,547,402,63.62,58.72,68.44,68.38
RPRC007332,756,441,521,356,37.60,31.93,65.19,60.56
RPRC007342,3073,2083,1465,1128,152.85,150.82,183.30,191.88
RPRC001281,488,305,133,115,24.27,22.08,16.64,19.56
RPRC000465,2867,1757,1573,1018,142.61,127.21,196.82,173.17
RPRC001282,418,327,284,187,20.79,23.68,35.53,31.81
RPRC007329,9780,7221,2901,2173,486.46,522.82,362.98,369.64
RPRC007348,9,8,1,1,0.45,0.58,0.13,0.17
RPRC007328,27725,19219,2095,2437,1379.06,1391.52,262.13,414.55
RPRC007327,2903,1835,1072,678,144.40,132.86,134.13,115.33
RPRC007349,3378,2065,3755,2244,168.02,149.51,469.84,381.72
RPRC014261,259,155,42,39,12.88,11.22,5.26,6.63
RPRC007325,1868,1561,854,586,92.92,113.02,106.85,99.68
RPRC000395,2528,2905,776,877,125.74,210.33,97.10,149.18
RPRC007320,5921,6566,1415,1696,294.51,475.40,177.05,288.50
RPRC014004,90,22,17,12,4.48,1.59,2.13,2.04
RPRC013997,52,5,3,0,2.59,0.36,0.38,0.00
RPRC014002,19,1,2,0,0.95,0.07,0.25,0.00
RPRC013998,42,6,4,11,2.09,0.43,0.50,1.87
RPRC013996,261,6,27,32,12.98,0.43,3.38,5.44
RPRC014001,6,4,0,2,0.30,0.29,0.00,0.34
RPRC001123,74,73,0,0,3.68,5.29,0.00,0.00
RPRC014000,8,2,0,0,0.40,0.14,0.00,0.00
RPRC013999,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003867,0,1,0,0,0.00,0.07,0.00,0.00
RPRC003866,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003868,3,4,0,1,0.15,0.29,0.00,0.17
RPRC003869,7,4,0,0,0.35,0.29,0.00,0.00
RPRC003871,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003872,0,1,1,0,0.00,0.07,0.13,0.00
RPRC003873,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003013,111,79,24,27,5.52,5.72,3.00,4.59
RPRC006556,2038,1334,558,427,101.37,96.59,69.82,72.63
RPRC000152,2421,1164,689,477,120.42,84.28,86.21,81.14
RPRC002106,8046,5217,6379,4180,400.21,377.73,798.16,711.04
RPRC006733,828,664,618,389,41.19,48.08,77.33,66.17
RPRC006730,1435,1018,868,611,71.38,73.71,108.61,103.93
RPRC006552,1307,853,1275,840,65.01,61.76,159.53,142.89
RPRC006728,1,0,0,0,0.05,0.00,0.00,0.00
RPRC006726,92,67,44,38,4.58,4.85,5.51,6.46
RPRC006550,1890,1464,709,613,94.01,106.00,88.71,104.27
RPRC006547,1599,1167,606,453,79.54,84.49,75.82,77.06
RPRC006563,815,599,278,233,40.54,43.37,34.78,39.63
RPRC006566,1557,1100,701,563,77.45,79.64,87.71,95.77
RPRC001384,695,428,528,305,34.57,30.99,66.06,51.88
RPRC006543,45730,31480,7534,5928,2274.64,2279.25,942.67,1008.38
RPRC006537,884,616,258,207,43.97,44.60,32.28,35.21
RPRC006533,1262,1071,493,411,62.77,77.54,61.69,69.91
RPRC006531,2482,1661,817,605,123.46,120.26,102.23,102.91
RPRC006646,7639,4594,3598,2422,379.97,332.62,450.19,411.99
RPRC006682,106,98,11,9,5.27,7.10,1.38,1.53
RPRC006648,1475,1205,450,460,73.37,87.25,56.31,78.25
RPRC006530,145,76,42,43,7.21,5.50,5.26,7.31
RPRC006528,4510,2401,12001,7918,224.33,173.84,1501.60,1346.89
RPRC006681,1,2,3,1,0.05,0.14,0.38,0.17
RPRC001385,1998,1354,3103,1424,99.38,98.03,388.26,242.23
RPRC006526,1479,1412,1197,1209,73.57,102.23,149.77,205.66
RPRC006680,0,0,0,1,0.00,0.00,0.00,0.17
RPRC006678,1333,1364,922,942,66.30,98.76,115.36,160.24
RPRC006677,1595,912,901,641,79.34,66.03,112.74,109.04
RPRC006676,9635,6311,2588,1953,479.25,456.94,323.82,332.22
RPRC006675,594,421,473,333,29.55,30.48,59.18,56.65
RPRC006523,391,244,273,153,19.45,17.67,34.16,26.03
RPRC017506,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008772,2432,1758,1072,717,120.97,127.28,134.13,121.97
RPRC008800,672,472,733,501,33.43,34.17,91.71,85.22
RPRC008770,25483,15673,2905,2987,1267.54,1134.77,363.48,508.10
RPRC008799,9584,6325,2342,1914,476.71,457.95,293.04,325.58
RPRC008768,311,226,145,106,15.47,16.36,18.14,18.03
RPRC008798,2,1,0,0,0.10,0.07,0.00,0.00
RPRC008793,6,4,5,0,0.30,0.29,0.63,0.00
RPRC008790,91,51,4,6,4.53,3.69,0.50,1.02
RPRC008788,175,78,5,6,8.70,5.65,0.63,1.02
RPRC002096,4,1,0,0,0.20,0.07,0.00,0.00
RPRC008786,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008785,2801,2036,1672,1123,139.32,147.41,209.21,191.03
RPRC001639,1677,1251,1251,766,83.42,90.58,156.53,130.30
RPRC008774,1119,773,539,390,55.66,55.97,67.44,66.34
RPRC008784,1311,962,619,469,65.21,69.65,77.45,79.78
RPRC008765,42623,28310,7549,6120,2120.10,2049.73,944.55,1041.04
RPRC008763,2856,1995,879,601,142.06,144.44,109.98,102.23
RPRC008783,544,383,467,298,27.06,27.73,58.43,50.69
RPRC008777,1240,816,524,394,61.68,59.08,65.56,67.02
RPRC008778,540,410,210,151,26.86,29.69,26.28,25.69
RPRC008782,1466,990,806,558,72.92,71.68,100.85,94.92
RPRC008762,6630,4734,1636,1296,329.78,342.76,204.70,220.46
RPRC008780,1678,1192,691,568,83.46,86.30,86.46,96.62
RPRC008779,276,214,112,73,13.73,15.49,14.01,12.42
RPRC008760,4059,2992,908,722,201.90,216.63,113.61,122.82
RPRC012486,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004869,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004868,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015550,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001061,350,261,255,174,17.41,18.90,31.91,29.60
RPRC012448,714,823,55,165,35.51,59.59,6.88,28.07
RPRC003691,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010516,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014221,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014224,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014579,13,11,2,2,0.65,0.80,0.25,0.34
RPRC009464,24,23,3,5,1.19,1.67,0.38,0.85
RPRC000534,0,1,0,0,0.00,0.07,0.00,0.00
RPRC005422,202,223,40,76,10.05,16.15,5.00,12.93
RPRC001372,5316,3748,1262,1013,264.42,271.37,157.90,172.32
RPRC005388,834,553,403,297,41.48,40.04,50.42,50.52
RPRC005387,0,3,0,0,0.00,0.22,0.00,0.00
RPRC001373,345,113,124,121,17.16,8.18,15.52,20.58
RPRC005385,1948,1578,651,501,96.89,114.25,81.45,85.22
RPRC001374,595,205,185,245,29.60,14.84,23.15,41.68
RPRC005383,3097,907,400,403,154.05,65.67,50.05,68.55
RPRC005414,7,6,0,0,0.35,0.43,0.00,0.00
RPRC005415,46,47,2,1,2.29,3.40,0.25,0.17
RPRC005413,32,43,1,0,1.59,3.11,0.13,0.00
RPRC005480,239,222,5,5,11.89,16.07,0.63,0.85
RPRC005411,2376,1641,1372,1208,118.18,118.81,171.67,205.49
RPRC005410,745,515,188,162,37.06,37.29,23.52,27.56
RPRC005409,3956,2852,999,1057,196.77,206.49,125.00,179.80
RPRC005479,2071,1121,1409,828,103.01,81.16,176.30,140.85
RPRC005478,550,333,746,450,27.36,24.11,93.34,76.55
RPRC005416,19,7,4,3,0.95,0.51,0.50,0.51
RPRC005477,1789,1212,858,627,88.99,87.75,107.36,106.66
RPRC005417,13254,9741,6473,4667,659.26,705.28,809.92,793.88
RPRC005476,40,35,66,37,1.99,2.53,8.26,6.29
RPRC005408,3371,2975,1859,1528,167.68,215.40,232.60,259.92
RPRC005473,3171,2062,887,713,157.73,149.30,110.98,121.29
RPRC005474,289,199,78,77,14.38,14.41,9.76,13.10
RPRC005475,322,247,69,51,16.02,17.88,8.63,8.68
RPRC005406,11402,7962,3412,2468,567.14,576.47,426.92,419.82
RPRC012533,246,189,184,118,12.24,13.68,23.02,20.07
RPRC012489,4204,3124,3423,2386,209.11,226.19,428.30,405.87
RPRC006228,0,0,0,1,0.00,0.00,0.00,0.17
RPRC010371,0,0,1,0,0.00,0.00,0.13,0.00
RPRC013387,68,22,8,7,3.38,1.59,1.00,1.19
RPRC013389,13,3,2,2,0.65,0.22,0.25,0.34
RPRC013390,1600,1178,383,322,79.59,85.29,47.92,54.77
RPRC001242,940,718,416,310,46.76,51.99,52.05,52.73
RPRC013476,1331,1047,269,232,66.20,75.81,33.66,39.46
RPRC013474,271,145,170,113,13.48,10.50,21.27,19.22
RPRC013473,530,301,282,201,26.36,21.79,35.28,34.19
RPRC013391,1835,1278,733,607,91.27,92.53,91.71,103.25
RPRC000606,2612,1974,856,529,129.92,142.92,107.11,89.99
RPRC013385,8866,5757,8906,6464,441.00,416.82,1114.34,1099.56
RPRC013471,1,1,0,0,0.05,0.07,0.00,0.00
RPRC013470,793,599,111,121,39.44,43.37,13.89,20.58
RPRC013383,900,663,421,344,44.77,48.00,52.68,58.52
RPRC013448,1746,1327,871,641,86.85,96.08,108.98,109.04
RPRC013373,4618,3642,1337,1033,229.70,263.69,167.29,175.72
RPRC013446,9,9,11,5,0.45,0.65,1.38,0.85
RPRC013445,0,0,1,0,0.00,0.00,0.13,0.00
RPRC013394,236,196,280,191,11.74,14.19,35.03,32.49
RPRC013444,93,30,5,5,4.63,2.17,0.63,0.85
RPRC013371,23439,13901,3004,3011,1165.87,1006.48,375.87,512.19
RPRC013442,16,14,10,7,0.80,1.01,1.25,1.19
RPRC017429,0,1,0,0,0.00,0.07,0.00,0.00
RPRC013440,288,278,78,80,14.33,20.13,9.76,13.61
RPRC001243,1513,992,425,322,75.26,71.82,53.18,54.77
RPRC001244,1188,818,504,319,59.09,59.23,63.06,54.26
RPRC013438,204,126,84,56,10.15,9.12,10.51,9.53
RPRC013367,719,524,202,184,35.76,37.94,25.27,31.30
RPRC008476,3774,2586,1477,1091,187.72,187.23,184.81,185.58
RPRC008475,3364,2075,1866,1221,167.33,150.24,233.48,207.70
RPRC008481,56,52,6,10,2.79,3.76,0.75,1.70
RPRC008474,106,80,161,85,5.27,5.79,20.14,14.46
RPRC008482,98,58,12,16,4.87,4.20,1.50,2.72
RPRC008483,4972,3605,2525,1576,247.31,261.01,315.93,268.09
RPRC008496,1023,739,462,290,50.88,53.51,57.81,49.33
RPRC008516,104,102,34,15,5.17,7.39,4.25,2.55
RPRC008473,1283,975,219,127,63.82,70.59,27.40,21.60
RPRC008508,160,141,0,0,7.96,10.21,0.00,0.00
RPRC008515,59,6,2,4,2.93,0.43,0.25,0.68
RPRC008513,2022,1278,688,452,100.58,92.53,86.08,76.89
RPRC008512,251,186,15,10,12.48,13.47,1.88,1.70
RPRC008511,39,36,20,6,1.94,2.61,2.50,1.02
RPRC008472,2354,941,1012,525,117.09,68.13,126.62,89.31
RPRC016613,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016879,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016319,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008509,3,1,0,0,0.15,0.07,0.00,0.00
RPRC008510,44,24,3,2,2.19,1.74,0.38,0.34
RPRC003673,0,3,1,0,0.00,0.22,0.13,0.00
RPRC016442,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015794,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003672,88954,70279,18986,15488,4424.63,5088.42,2375.58,2634.59
RPRC003674,1729,1213,512,342,86.00,87.83,64.06,58.18
RPRC003657,2091,1663,740,565,104.01,120.41,92.59,96.11
RPRC003718,936,750,753,627,46.56,54.30,94.22,106.66
RPRC003716,1,0,0,0,0.05,0.00,0.00,0.00
RPRC003715,571,414,405,248,28.40,29.97,50.67,42.19
RPRC001245,305,180,306,207,15.17,13.03,38.29,35.21
RPRC003675,4405,3200,1789,1350,219.11,231.69,223.84,229.64
RPRC000507,89,46,20,18,4.43,3.33,2.50,3.06
RPRC003613,1991,1507,1456,996,99.03,109.11,182.18,169.42
RPRC003713,34,24,21,18,1.69,1.74,2.63,3.06
RPRC003712,118,106,36,27,5.87,7.67,4.50,4.59
RPRC003682,69,83,5,6,3.43,6.01,0.63,1.02
RPRC003612,450,218,249,170,22.38,15.78,31.16,28.92
RPRC001246,10613,7868,2194,1596,527.90,569.67,274.52,271.49
RPRC017306,7,20,0,1,0.35,1.45,0.00,0.17
RPRC003676,1908,1596,1138,686,94.91,115.56,142.39,116.69
RPRC003680,1,1,0,2,0.05,0.07,0.00,0.34
RPRC003679,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000022,14,9,1,0,0.70,0.65,0.13,0.00
RPRC003610,3354,2486,876,612,166.83,179.99,109.61,104.10
RPRC003678,1986,1408,853,526,98.79,101.94,106.73,89.48
RPRC003608,5087,3495,627,585,253.03,253.05,78.45,99.51
RPRC010469,1,1,0,1,0.05,0.07,0.00,0.17
RPRC010467,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000252,6,7,1,1,0.30,0.51,0.13,0.17
RPRC013406,14,15,1,3,0.70,1.09,0.13,0.51
RPRC013405,1,0,0,0,0.05,0.00,0.00,0.00
RPRC006551,1,1,0,0,0.05,0.07,0.00,0.00
RPRC007178,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008389,214,0,136,90,10.64,0.00,17.02,15.31
RPRC011284,80,0,38,19,3.98,0.00,4.75,3.23
RPRC009320,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012511,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008712,84,50,46,47,4.18,3.62,5.76,7.99
RPRC008647,367,277,249,169,18.25,20.06,31.16,28.75
RPRC008646,507,390,154,103,25.22,28.24,19.27,17.52
RPRC008711,214,132,105,71,10.64,9.56,13.14,12.08
RPRC008651,1934,1450,724,558,96.20,104.98,90.59,94.92
RPRC008648,2001,1243,2888,2140,99.53,90.00,361.35,364.03
RPRC008650,48,43,8,6,2.39,3.11,1.00,1.02
RPRC008649,10,9,5,3,0.50,0.65,0.63,0.51
RPRC013326,673,464,267,164,33.48,33.60,33.41,27.90
RPRC013552,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013386,11336,7142,2602,1814,563.86,517.10,325.57,308.57
RPRC017663,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013325,272,195,387,247,13.53,14.12,48.42,42.02
RPRC013447,1555,1043,629,433,77.35,75.52,78.70,73.66
RPRC013496,155,91,122,88,7.71,6.59,15.26,14.97
RPRC013551,447,346,155,94,22.23,25.05,19.39,15.99
RPRC013498,533,353,125,86,26.51,25.56,15.64,14.63
RPRC013530,144,126,31,12,7.16,9.12,3.88,2.04
RPRC013528,1352,973,314,295,67.25,70.45,39.29,50.18
RPRC013323,2097,1675,702,606,104.31,121.28,87.84,103.08
RPRC013321,336,212,153,95,16.71,15.35,19.14,16.16
RPRC013318,941,612,216,186,46.81,44.31,27.03,31.64
RPRC013527,2055,1473,1186,820,102.22,106.65,148.40,139.49
RPRC013314,926,670,259,159,46.06,48.51,32.41,27.05
RPRC013312,1169,822,230,204,58.15,59.52,28.78,34.70
RPRC013499,494,385,258,179,24.57,27.88,32.28,30.45
RPRC013503,7625,4507,2464,1849,379.27,326.32,308.30,314.52
RPRC013310,3012,2270,1692,1196,149.82,164.36,211.71,203.45
RPRC013524,7218,4999,3547,2352,359.03,361.94,443.81,400.09
RPRC013525,1098,817,827,554,54.62,59.15,103.48,94.24
RPRC013526,1175,795,813,538,58.45,57.56,101.72,91.52
RPRC014460,0,2,0,1,0.00,0.14,0.00,0.17
RPRC014458,1237,617,1329,736,61.53,44.67,166.29,125.20
RPRC014429,198,143,24,15,9.85,10.35,3.00,2.55
RPRC001970,1982,1426,1472,1083,98.59,103.25,184.18,184.22
RPRC000533,899,756,351,272,44.72,54.74,43.92,46.27
RPRC014430,16256,11121,4765,3376,808.58,805.20,596.21,574.28
RPRC014428,8263,5594,2514,1851,411.01,405.02,314.56,314.86
RPRC012530,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004131,622,445,453,352,30.94,32.22,56.68,59.88
RPRC006206,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009931,36,19,11,13,1.79,1.38,1.38,2.21
RPRC009930,94,93,45,35,4.68,6.73,5.63,5.95
RPRC003044,9,9,0,3,0.45,0.65,0.00,0.51
RPRC003043,2,3,0,0,0.10,0.22,0.00,0.00
RPRC009052,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002065,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012952,371,203,49,53,18.45,14.70,6.13,9.02
RPRC008943,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004689,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004617,2,0,0,0,0.10,0.00,0.00,0.00
RPRC017372,357,298,184,68,17.76,21.58,23.02,11.57
RPRC014770,1142,539,491,326,56.80,39.03,61.44,55.45
RPRC002335,224,143,26,17,11.14,10.35,3.25,2.89
RPRC002336,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002334,298,256,133,106,14.82,18.54,16.64,18.03
RPRC008119,126,136,23,25,6.27,9.85,2.88,4.25
RPRC003986,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004048,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008100,5,0,3,4,0.25,0.00,0.38,0.68
RPRC008118,931,757,449,374,46.31,54.81,56.18,63.62
RPRC008108,1504,1228,912,749,74.81,88.91,114.11,127.41
RPRC008107,71,46,34,22,3.53,3.33,4.25,3.74
RPRC001115,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008106,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008105,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008101,2067,1341,882,568,102.81,97.09,110.36,96.62
RPRC008099,9,7,4,0,0.45,0.51,0.50,0.00
RPRC008098,209,142,31,66,10.40,10.28,3.88,11.23
RPRC008102,33,37,21,36,1.64,2.68,2.63,6.12
RPRC008096,88,102,56,62,4.38,7.39,7.01,10.55
RPRC008103,12,21,10,8,0.60,1.52,1.25,1.36
RPRC008104,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008633,2,0,5,1,0.10,0.00,0.63,0.17
RPRC000572,27,44,5,5,1.34,3.19,0.63,0.85
RPRC008632,44,37,83,38,2.19,2.68,10.39,6.46
RPRC008625,0,3,0,0,0.00,0.22,0.00,0.00
RPRC001357,8,9,3,2,0.40,0.65,0.38,0.34
RPRC001358,11,19,2,5,0.55,1.38,0.25,0.85
RPRC010819,237,319,33,38,11.79,23.10,4.13,6.46
